"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/MyBlueprints/Material/Materials/M_Orange.M_Orange","0","23","2","1","21.656153","0","105"
"/Game/MyBlueprints/Material/Materials/M_EmisiveLight.M_EmisiveLight","0","4","1","1","2.436097","0","10"
"/Game/MyBlueprints/Characters/Male_V2/Materials/Eyebrows.Eyebrows","0","26","5","1","21.683527","0","77"
"/Game/MyBlueprints/Characters/Male_V2/Materials/Brown2.Brown2","0","26","5","1","0.000000","0","77"
"/Game/MyBlueprints/Characters/Male_V2/Materials/Grey.Grey","0","26","5","1","0.000000","0","77"
"/Game/MyBlueprints/Characters/Male_V2/Materials/Brown.Brown","0","26","5","1","0.000000","0","77"
"/Game/MyBlueprints/Characters/Male_V2/Materials/Skin.Skin","0","26","5","1","0.000000","0","77"
"/Game/MyBlueprints/Characters/Male_V2/Materials/Worker_Vest.Worker_Vest","0","26","5","1","0.000000","0","77"
"/Game/MyBlueprints/Characters/Male_V2/Materials/Moustache.Moustache","0","26","5","1","0.000000","0","77"
"/Game/MyBlueprints/Characters/Male_V2/Materials/Worker_Yellow.Worker_Yellow","0","26","5","1","0.000000","0","77"
"/Game/MyBlueprints/Characters/Male_V2/Materials/Eye.Eye","0","26","5","1","0.000000","0","77"
"/Game/MyBlueprints/Characters/Male_V2/Materials/LightBrown.LightBrown","0","26","5","1","0.000000","0","77"
"/Game/MyBlueprints/Characters/Male_V2/Materials/Black.Black","0","26","5","1","0.000000","0","77"
"/Game/MyBlueprints/Characters/Cats/Textures/unwrapChekcerShader.unwrapChekcerShader","0","26","5","1","0.000000","0","77"
"/Game/MyBlueprints/Characters/Female_V2/Materials/Brown3.Brown3","0","26","5","1","0.000000","0","77"
"/Game/MyBlueprints/Characters/Female_V2/Materials/Black.Black","0","26","5","1","0.000000","0","77"
"/Game/MyBlueprints/Characters/Female_V2/Materials/Skin1.Skin1","0","26","5","1","0.000000","0","75"
"/Game/MyBlueprints/Characters/Female_V2/Materials/Worker_Vest.Worker_Vest","0","26","5","1","0.000000","0","61"
"/Game/MyBlueprints/Characters/Female_V2/Materials/Red.Red","0","26","5","1","0.000000","0","61"
"/Game/MyBlueprints/Characters/Female_V2/Materials/Grey.Grey","0","26","2","1","0.000000","0","66"
"/Game/MyBlueprints/Characters/Female_V2/Materials/Skin.Skin","0","26","5","1","0.000000","0","61"
"/Game/MyBlueprints/Characters/Female_V2/Materials/Worker_Yellow.Worker_Yellow","0","26","5","1","0.000000","0","61"
"/Game/MyBlueprints/Characters/Female_V2/Materials/LightBrown.LightBrown","0","26","5","1","0.000000","0","61"
"/Game/MyBlueprints/Characters/Female_V2/Materials/Eyebrows.Eyebrows","0","26","5","1","0.000000","0","61"
"/Game/MyBlueprints/Characters/Female_V2/Materials/lambert2.lambert2","0","26","5","1","0.000000","0","61"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","3","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","0","29","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","26","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","14","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","36","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","67","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","23","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","35","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","5","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","677","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","4","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","58","6","0.000000","0","3"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","68","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","10","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","66","6","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","140","6","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_AlphaTest.M_AlphaTest","0","42","9","1","33.911251","0","541"
"/Game/MyBlueprints/Models/Recuerdos/Shoes_Recuerdo_1/03___Default.03___Default","0","14","7","1","12.539396","0","83"
"/Game/MyBlueprints/Models/Recuerdos/Shoes_Recuerdo_1/02___Default1.02___Default1","0","14","7","1","0.000000","0","83"
"/Game/MyBlueprints/Models/Recuerdos/Shoes_Recuerdo_1/08___Default.08___Default","0","14","7","1","0.000000","0","83"
"/Game/MyBlueprints/Models/Recuerdos/Shoes_Recuerdo_1/02___Default.02___Default","0","14","7","1","0.000000","0","83"
"/Game/MyBlueprints/Models/Recuerdos/Shoes_Recuerdo_1/01___Default.01___Default","0","14","7","1","0.000000","0","83"
"/Game/MyBlueprints/Cristoph/textures_cristoph/unwrapChekcerShader.unwrapChekcerShader","0","26","5","1","23.300968","0","180"
"/Game/MyBlueprints/Models/Snacks/Snacks_Materials/MM_Master_Basic_01a.MM_Master_Basic_01a","0","23","6","1","20.643560","0","75"
"/Game/MyBlueprints/Particles/Materials_Particles/M_Dust.M_Dust","0","36","11","1","37.529308","0","244"
"/Game/MyBlueprints/Transiciones/Transition_Materials/M_DisolvedTitulo1.M_DisolvedTitulo1","0","21","1","1","17.858114","0","146"
"/Game/MyBlueprints/Material/Mat_PressE.Mat_PressE","0","20","6","1","17.587185","0","109"
"/Game/MyBlueprints/Transiciones/Transition_Materials/M_DisolvedTitulo2.M_DisolvedTitulo2","0","21","1","1","0.000000","0","146"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseColor.M_BaseColor","0","67","9","1","54.982586","0","401"
"/Game/MyBlueprints/Characters/AI_Enemies/MatPatrolPoint.MatPatrolPoint","0","18","4","1","15.157019","0","43"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_Glass.M_Glass","0","57","4","1","212.814163","0","318"
"/Game/MyBlueprints/Effects/Ambient/Fog_1/Fog_Level_1/M_StylizedFog.M_StylizedFog","0","4","4","1","1.708822","0","4"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseColorPalette.M_BaseColorPalette","0","67","5","1","66.692223","0","524"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseColorPalette_EMS.M_BaseColorPalette_EMS","0","41","1","1","41.519665","0","236"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_SubSurface.M_SubSurface","0","82","2","1","71.869804","0","702"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_Plants.M_Plants","0","84","6","1","74.182037","0","542"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseTexture.M_BaseTexture","0","67","3","1","55.082031","0","231"
"/Game/MyBlueprints/Material/Materials/M_Orange.M_Orange","49","23","1","1","15.228674","0","77"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseColor.M_BaseColor","49","67","6","1","43.279537","0","1423"
"/Game/MyBlueprints/Characters/AI_Enemies/MatPatrolPoint.MatPatrolPoint","49","18","6","1","12.069117","0","153"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_Glass.M_Glass","49","57","7","1","52.558399","0","799"
"/Game/MyBlueprints/Material/Materials/M_EmisiveLight.M_EmisiveLight","49","4","4","1","2.014063","0","4"
"/Game/MyBlueprints/Characters/Male_V2/Materials/Eyebrows.Eyebrows","49","26","26","1","16.349730","0","30"
"/Game/MyBlueprints/Characters/Male_V2/Materials/Brown2.Brown2","49","26","4","1","0.000000","0","71"
"/Game/MyBlueprints/Characters/Male_V2/Materials/Grey.Grey","49","26","4","1","0.000000","0","71"
